ID,CATEGORY
0,snowman
1,hat
2,skyscraper
3,spider
4,skyscraper
5,skyscraper
6,snowman
7,skyscraper
8,chair
9,spider
10,bulldozer
11,hat
12,harp
13,keyboard
14,spider
15,eyeglasses
16,hat
17,foot
18,spider
19,foot
20,eyeglasses
21,chair
22,keyboard
23,foot
24,chair
25,bulldozer
26,pig
27,spider
28,pig
29,keyboard
30,laptop
31,pig
32,foot
33,skyscraper
34,foot
35,foot
36,laptop
37,bulldozer
38,skyscraper
39,snowman
40,spider
41,bulldozer
42,keyboard
43,nose
44,chair
45,keyboard
46,eyeglasses
47,hat
48,keyboard
49,nose
50,harp
51,foot
52,chair
53,spider
54,keyboard
55,nose
56,snowman
57,spider
58,keyboard
59,foot
60,keyboard
61,violin
62,skyscraper
63,violin
64,eyeglasses
65,keyboard
66,skyscraper
67,laptop
68,keyboard
69,foot
70,keyboard
71,chair
72,hat
73,harp
74,spider
75,violin
76,skyscraper
77,harp
78,nose
79,bulldozer
80,hat
81,harp
82,spider
83,spider
84,keyboard
85,eyeglasses
86,laptop
87,bulldozer
88,skyscraper
89,keyboard
90,eyeglasses
91,keyboard
92,laptop
93,skyscraper
94,skyscraper
95,harp
96,spider
97,chair
98,violin
99,snowman
100,laptop
101,hat
102,hand
103,harp
104,eyeglasses
105,nose
106,spider
107,bulldozer
108,chair
109,chair
110,bulldozer
111,pig
112,eyeglasses
113,laptop
114,bulldozer
115,spider
116,foot
117,keyboard
118,foot
119,skyscraper
120,bulldozer
121,laptop
122,spider
123,snowman
124,harp
125,spider
126,keyboard
127,pig
128,hat
129,eyeglasses
130,harp
131,snowman
132,hand
133,spider
134,bulldozer
135,chair
136,laptop
137,hand
138,laptop
139,keyboard
140,nose
141,chair
142,hand
143,bulldozer
144,bulldozer
145,chair
146,eyeglasses
147,hand
148,violin
149,bulldozer
150,harp
151,skyscraper
152,chair
153,foot
154,chair
155,hand
156,violin
157,eyeglasses
158,eyeglasses
159,hat
160,eyeglasses
161,foot
162,chair
163,skyscraper
164,hat
165,bulldozer
166,laptop
167,keyboard
168,laptop
169,pig
170,violin
171,chair
172,pig
173,pig
174,skyscraper
175,nose
176,foot
177,eyeglasses
178,eyeglasses
179,eyeglasses
180,hat
181,laptop
182,hand
183,foot
184,eyeglasses
185,hand
186,bulldozer
187,violin
188,spider
189,foot
190,keyboard
191,snowman
192,eyeglasses
193,foot
194,skyscraper
195,eyeglasses
196,bulldozer
197,eyeglasses
198,spider
199,chair
200,chair
201,eyeglasses
202,snowman
203,skyscraper
204,eyeglasses
205,bulldozer
206,spider
207,skyscraper
208,nose
209,snowman
210,keyboard
211,harp
212,harp
213,pig
214,foot
215,nose
216,hat
217,hand
218,eyeglasses
219,snowman
220,snowman
221,violin
222,hand
223,snowman
224,eyeglasses
225,eyeglasses
226,skyscraper
227,eyeglasses
228,skyscraper
229,hat
230,snowman
231,keyboard
232,foot
233,eyeglasses
234,spider
235,hat
236,spider
237,foot
238,eyeglasses
239,bulldozer
240,harp
241,laptop
242,eyeglasses
243,spider
244,skyscraper
245,chair
246,spider
247,eyeglasses
248,keyboard
249,laptop
250,laptop
251,bulldozer
252,chair
253,harp
254,keyboard
255,laptop
256,laptop
257,spider
258,foot
259,violin
260,eyeglasses
261,foot
262,nose
263,eyeglasses
264,laptop
265,laptop
266,violin
267,chair
268,skyscraper
269,chair
270,violin
271,violin
272,skyscraper
273,bulldozer
274,skyscraper
275,keyboard
276,chair
277,violin
278,nose
279,violin
280,hat
281,chair
282,snowman
283,skyscraper
284,laptop
285,harp
286,harp
287,spider
288,keyboard
289,eyeglasses
290,pig
291,eyeglasses
292,eyeglasses
293,violin
294,chair
295,hand
296,bulldozer
297,harp
298,skyscraper
299,keyboard
300,violin
301,eyeglasses
302,bulldozer
303,skyscraper
304,skyscraper
305,chair
306,eyeglasses
307,harp
308,chair
309,hat
310,skyscraper
311,pig
312,hat
313,skyscraper
314,hat
315,keyboard
316,chair
317,violin
318,bulldozer
319,bulldozer
320,violin
321,chair
322,foot
323,pig
324,chair
325,eyeglasses
326,chair
327,eyeglasses
328,violin
329,chair
330,pig
331,bulldozer
332,pig
333,bulldozer
334,eyeglasses
335,bulldozer
336,chair
337,chair
338,skyscraper
339,snowman
340,keyboard
341,keyboard
342,harp
343,foot
344,laptop
345,hat
346,keyboard
347,chair
348,eyeglasses
349,bulldozer
350,keyboard
351,nose
352,snowman
353,skyscraper
354,chair
355,hat
356,laptop
357,eyeglasses
358,skyscraper
359,spider
360,skyscraper
361,skyscraper
362,hat
363,skyscraper
364,skyscraper
365,eyeglasses
366,hand
367,eyeglasses
368,spider
369,keyboard
370,spider
371,violin
372,hand
373,spider
374,skyscraper
375,nose
376,skyscraper
377,hat
378,skyscraper
379,snowman
380,violin
381,nose
382,skyscraper
383,pig
384,harp
385,bulldozer
386,laptop
387,hat
388,hand
389,hand
390,hand
391,violin
392,pig
393,laptop
394,hat
395,chair
396,laptop
397,laptop
398,laptop
399,laptop
400,laptop
401,eyeglasses
402,hat
403,keyboard
404,spider
405,skyscraper
406,harp
407,chair
408,skyscraper
409,snowman
410,eyeglasses
411,spider
412,skyscraper
413,bulldozer
414,laptop
415,keyboard
416,eyeglasses
417,keyboard
418,pig
419,hat
420,eyeglasses
421,laptop
422,pig
423,spider
424,laptop
425,laptop
426,laptop
427,foot
428,eyeglasses
429,violin
430,laptop
431,skyscraper
432,pig
433,hand
434,harp
435,eyeglasses
436,spider
437,skyscraper
438,eyeglasses
439,chair
440,violin
441,keyboard
442,skyscraper
443,eyeglasses
444,spider
445,eyeglasses
446,spider
447,hat
448,skyscraper
449,bulldozer
450,bulldozer
451,bulldozer
452,laptop
453,hand
454,spider
455,skyscraper
456,foot
457,laptop
458,laptop
459,bulldozer
460,chair
461,chair
462,eyeglasses
463,keyboard
464,skyscraper
465,nose
466,snowman
467,chair
468,spider
469,laptop
470,hat
471,hat
472,chair
473,chair
474,laptop
475,chair
476,harp
477,chair
478,skyscraper
479,pig
480,harp
481,laptop
482,eyeglasses
483,eyeglasses
484,eyeglasses
485,violin
486,bulldozer
487,snowman
488,violin
489,laptop
490,nose
491,keyboard
492,keyboard
493,keyboard
494,violin
495,chair
496,keyboard
497,eyeglasses
498,pig
499,keyboard
500,eyeglasses
501,keyboard
502,chair
503,foot
504,hat
505,keyboard
506,foot
507,eyeglasses
508,keyboard
509,violin
510,skyscraper
511,eyeglasses
512,pig
513,hand
514,harp
515,bulldozer
516,eyeglasses
517,bulldozer
518,harp
519,chair
520,keyboard
521,hand
522,violin
523,hat
524,eyeglasses
525,skyscraper
526,eyeglasses
527,hat
528,hand
529,skyscraper
530,hat
531,eyeglasses
532,violin
533,keyboard
534,hat
535,chair
536,violin
537,keyboard
538,spider
539,hand
540,spider
541,spider
542,chair
543,chair
544,laptop
545,snowman
546,bulldozer
547,bulldozer
548,chair
549,eyeglasses
550,skyscraper
551,hat
552,chair
553,chair
554,keyboard
555,skyscraper
556,bulldozer
557,hat
558,spider
559,nose
560,eyeglasses
561,laptop
562,laptop
563,skyscraper
564,keyboard
565,skyscraper
566,skyscraper
567,pig
568,skyscraper
569,snowman
570,spider
571,spider
572,chair
573,skyscraper
574,laptop
575,eyeglasses
576,pig
577,hand
578,harp
579,keyboard
580,skyscraper
581,laptop
582,nose
583,chair
584,bulldozer
585,pig
586,violin
587,laptop
588,chair
589,harp
590,violin
591,laptop
592,violin
593,keyboard
594,laptop
595,spider
596,skyscraper
597,skyscraper
598,bulldozer
599,chair
600,hand
601,keyboard
602,harp
603,harp
604,chair
605,foot
606,pig
607,chair
608,bulldozer
609,hat
610,keyboard
611,chair
612,keyboard
613,skyscraper
614,nose
615,chair
616,skyscraper
617,foot
618,chair
619,eyeglasses
620,violin
621,skyscraper
622,eyeglasses
623,harp
624,laptop
625,pig
626,hat
627,hand
628,hat
629,harp
630,violin
631,harp
632,hat
633,hat
634,hat
635,eyeglasses
636,spider
637,spider
638,bulldozer
639,violin
640,spider
641,skyscraper
642,skyscraper
643,chair
644,chair
645,bulldozer
646,keyboard
647,hand
648,keyboard
649,skyscraper
650,laptop
651,laptop
652,eyeglasses
653,hat
654,spider
655,keyboard
656,nose
657,eyeglasses
658,skyscraper
659,pig
660,foot
661,spider
662,skyscraper
663,pig
664,spider
665,laptop
666,snowman
667,violin
668,snowman
669,laptop
670,bulldozer
671,eyeglasses
672,eyeglasses
673,laptop
674,hat
675,bulldozer
676,snowman
677,hand
678,snowman
679,pig
680,skyscraper
681,spider
682,keyboard
683,laptop
684,spider
685,snowman
686,laptop
687,eyeglasses
688,keyboard
689,keyboard
690,keyboard
691,hat
692,pig
693,snowman
694,keyboard
695,skyscraper
696,harp
697,laptop
698,hat
699,chair
700,skyscraper
701,skyscraper
702,hat
703,laptop
704,violin
705,eyeglasses
706,keyboard
707,eyeglasses
708,bulldozer
709,skyscraper
710,hat
711,harp
712,nose
713,pig
714,eyeglasses
715,laptop
716,harp
717,eyeglasses
718,chair
719,keyboard
720,keyboard
721,harp
722,keyboard
723,snowman
724,laptop
725,violin
726,keyboard
727,skyscraper
728,hat
729,hand
730,spider
731,chair
732,laptop
733,bulldozer
734,chair
735,snowman
736,skyscraper
737,spider
738,keyboard
739,keyboard
740,hand
741,skyscraper
742,foot
743,bulldozer
744,pig
745,chair
746,hat
747,nose
748,pig
749,chair
750,bulldozer
751,spider
752,bulldozer
753,laptop
754,laptop
755,laptop
756,skyscraper
757,eyeglasses
758,chair
759,foot
760,spider
761,hand
762,harp
763,spider
764,foot
765,chair
766,pig
767,spider
768,hat
769,eyeglasses
770,pig
771,laptop
772,skyscraper
773,skyscraper
774,eyeglasses
775,keyboard
776,laptop
777,bulldozer
778,foot
779,harp
780,chair
781,keyboard
782,violin
783,hat
784,pig
785,hat
786,eyeglasses
787,snowman
788,skyscraper
789,pig
790,bulldozer
791,hat
792,violin
793,keyboard
794,foot
795,pig
796,hat
797,keyboard
798,violin
799,hat
800,chair
801,spider
802,harp
803,foot
804,eyeglasses
805,laptop
806,foot
807,chair
808,laptop
809,spider
810,chair
811,nose
812,pig
813,pig
814,skyscraper
815,harp
816,skyscraper
817,chair
818,foot
819,nose
820,chair
821,foot
822,harp
823,pig
824,skyscraper
825,hat
826,eyeglasses
827,skyscraper
828,laptop
829,skyscraper
830,foot
831,skyscraper
832,snowman
833,chair
834,laptop
835,violin
836,eyeglasses
837,hat
838,pig
839,laptop
840,snowman
841,harp
842,pig
843,nose
844,spider
845,eyeglasses
846,harp
847,foot
848,pig
849,nose
850,laptop
851,eyeglasses
852,chair
853,nose
854,eyeglasses
855,skyscraper
856,keyboard
857,eyeglasses
858,foot
859,hand
860,snowman
861,chair
862,skyscraper
863,chair
864,keyboard
865,hat
866,hand
867,hand
868,spider
869,eyeglasses
870,hat
871,skyscraper
872,spider
873,harp
874,laptop
875,laptop
876,chair
877,hat
878,snowman
879,violin
880,eyeglasses
881,skyscraper
882,keyboard
883,eyeglasses
884,violin
885,spider
886,skyscraper
887,keyboard
888,bulldozer
889,skyscraper
890,hat
891,eyeglasses
892,laptop
893,hand
894,laptop
895,chair
896,spider
897,pig
898,harp
899,chair
900,violin
901,pig
902,chair
903,pig
904,foot
905,laptop
906,keyboard
907,laptop
908,skyscraper
909,harp
910,skyscraper
911,nose
912,skyscraper
913,chair
914,bulldozer
915,hat
916,spider
917,skyscraper
918,chair
919,laptop
920,snowman
921,chair
922,eyeglasses
923,chair
924,chair
925,pig
926,eyeglasses
927,eyeglasses
928,skyscraper
929,skyscraper
930,snowman
931,chair
932,chair
933,hand
934,pig
935,chair
936,spider
937,hat
938,spider
939,pig
940,laptop
941,keyboard
942,violin
943,pig
944,snowman
945,chair
946,hat
947,hand
948,nose
949,snowman
950,skyscraper
951,skyscraper
952,bulldozer
953,eyeglasses
954,keyboard
955,harp
956,harp
957,bulldozer
958,eyeglasses
959,keyboard
960,chair
961,spider
962,harp
963,keyboard
964,foot
965,chair
966,spider
967,keyboard
968,harp
969,harp
970,laptop
971,foot
972,violin
973,hand
974,laptop
975,spider
976,hand
977,violin
978,chair
979,violin
980,keyboard
981,eyeglasses
982,snowman
983,chair
984,harp
985,keyboard
986,skyscraper
987,skyscraper
988,harp
989,chair
990,spider
991,chair
992,laptop
993,skyscraper
994,eyeglasses
995,keyboard
996,eyeglasses
997,laptop
998,laptop
999,bulldozer
1000,hand
1001,laptop
1002,laptop
1003,nose
1004,harp
1005,nose
1006,eyeglasses
1007,skyscraper
1008,laptop
1009,chair
1010,harp
1011,pig
1012,violin
1013,pig
1014,pig
1015,harp
1016,hand
1017,violin
1018,laptop
1019,foot
1020,spider
1021,chair
1022,chair
1023,eyeglasses
1024,spider
1025,harp
1026,eyeglasses
1027,skyscraper
1028,chair
1029,skyscraper
1030,hand
1031,laptop
1032,bulldozer
1033,chair
1034,bulldozer
1035,hat
1036,nose
1037,chair
1038,pig
1039,chair
1040,foot
1041,hat
1042,keyboard
1043,chair
1044,chair
1045,hand
1046,chair
1047,pig
1048,eyeglasses
1049,skyscraper
1050,eyeglasses
1051,chair
1052,skyscraper
1053,pig
1054,hat
1055,laptop
1056,chair
1057,nose
1058,laptop
1059,eyeglasses
1060,eyeglasses
1061,nose
1062,spider
1063,spider
1064,skyscraper
1065,hat
1066,spider
1067,skyscraper
1068,hat
1069,keyboard
1070,spider
1071,chair
1072,skyscraper
1073,harp
1074,violin
1075,violin
1076,laptop
1077,bulldozer
1078,keyboard
1079,keyboard
1080,keyboard
1081,hat
1082,skyscraper
1083,chair
1084,harp
1085,bulldozer
1086,eyeglasses
1087,skyscraper
1088,harp
1089,keyboard
1090,harp
1091,bulldozer
1092,keyboard
1093,skyscraper
1094,pig
1095,skyscraper
1096,spider
1097,hand
1098,violin
1099,chair
1100,spider
1101,pig
1102,violin
1103,pig
1104,spider
1105,bulldozer
1106,bulldozer
1107,skyscraper
1108,hat
1109,eyeglasses
1110,chair
1111,snowman
1112,laptop
1113,skyscraper
1114,snowman
1115,pig
1116,violin
1117,chair
1118,violin
1119,skyscraper
1120,eyeglasses
1121,skyscraper
1122,laptop
1123,snowman
1124,keyboard
1125,eyeglasses
1126,chair
1127,chair
1128,keyboard
1129,laptop
1130,skyscraper
1131,skyscraper
1132,keyboard
1133,chair
1134,hat
1135,laptop
1136,bulldozer
1137,pig
1138,spider
1139,laptop
1140,bulldozer
1141,keyboard
1142,bulldozer
1143,skyscraper
1144,chair
1145,violin
1146,keyboard
1147,keyboard
1148,violin
1149,skyscraper
1150,spider
1151,harp
1152,spider
1153,chair
1154,violin
1155,laptop
1156,skyscraper
1157,bulldozer
1158,spider
1159,laptop
1160,bulldozer
1161,foot
1162,chair
1163,hat
1164,chair
1165,laptop
1166,keyboard
1167,spider
1168,chair
1169,eyeglasses
1170,pig
1171,skyscraper
1172,keyboard
1173,skyscraper
1174,foot
1175,eyeglasses
1176,spider
1177,bulldozer
1178,pig
1179,bulldozer
1180,keyboard
1181,nose
1182,snowman
1183,eyeglasses
1184,skyscraper
1185,foot
1186,spider
1187,pig
1188,skyscraper
1189,laptop
1190,skyscraper
1191,spider
1192,skyscraper
1193,laptop
1194,hat
1195,bulldozer
1196,laptop
1197,skyscraper
1198,violin
1199,chair
1200,violin
1201,hat
1202,laptop
1203,skyscraper
1204,chair
1205,foot
1206,spider
1207,chair
1208,eyeglasses
1209,eyeglasses
1210,keyboard
1211,spider
1212,harp
1213,bulldozer
1214,skyscraper
1215,foot
1216,harp
1217,hat
1218,chair
1219,pig
1220,chair
1221,pig
1222,spider
1223,eyeglasses
1224,laptop
1225,violin
1226,snowman
1227,spider
1228,skyscraper
1229,bulldozer
1230,chair
1231,hat
1232,skyscraper
1233,hat
1234,violin
1235,snowman
1236,chair
1237,chair
1238,foot
1239,nose
1240,laptop
1241,bulldozer
1242,violin
1243,bulldozer
1244,hat
1245,hat
1246,hat
1247,hand
1248,hat
1249,keyboard
1250,snowman
1251,laptop
1252,spider
1253,snowman
1254,snowman
1255,spider
1256,violin
1257,eyeglasses
1258,keyboard
1259,skyscraper
1260,eyeglasses
1261,eyeglasses
1262,eyeglasses
1263,skyscraper
1264,chair
1265,spider
1266,eyeglasses
1267,nose
1268,chair
1269,keyboard
1270,harp
1271,harp
1272,hand
1273,bulldozer
1274,skyscraper
1275,nose
1276,spider
1277,hat
1278,violin
1279,hat
1280,foot
1281,keyboard
1282,skyscraper
1283,skyscraper
1284,skyscraper
1285,keyboard
1286,laptop
1287,violin
1288,harp
1289,pig
1290,laptop
1291,chair
1292,bulldozer
1293,laptop
1294,laptop
1295,hand
1296,spider
1297,snowman
1298,hat
1299,pig
1300,keyboard
1301,harp
1302,eyeglasses
1303,harp
1304,eyeglasses
1305,harp
1306,keyboard
1307,skyscraper
1308,foot
1309,chair
1310,hat
1311,snowman
1312,harp
1313,spider
1314,harp
1315,pig
1316,laptop
1317,hat
1318,hat
1319,keyboard
1320,hand
1321,harp
1322,hat
1323,bulldozer
1324,laptop
1325,laptop
1326,harp
1327,eyeglasses
1328,skyscraper
1329,laptop
1330,foot
1331,harp
1332,eyeglasses
1333,eyeglasses
1334,spider
1335,snowman
1336,keyboard
1337,chair
1338,harp
1339,pig
1340,keyboard
1341,chair
1342,bulldozer
1343,eyeglasses
1344,snowman
1345,eyeglasses
1346,skyscraper
1347,laptop
1348,eyeglasses
1349,hat
1350,skyscraper
1351,foot
1352,skyscraper
1353,spider
1354,chair
1355,laptop
1356,hand
1357,pig
1358,nose
1359,keyboard
1360,laptop
1361,foot
1362,keyboard
1363,skyscraper
1364,laptop
1365,laptop
1366,bulldozer
1367,laptop
1368,chair
1369,violin
1370,spider
1371,keyboard
1372,eyeglasses
1373,spider
1374,bulldozer
1375,bulldozer
1376,chair
1377,harp
1378,chair
1379,spider
1380,bulldozer
1381,laptop
1382,pig
1383,pig
1384,hat
1385,bulldozer
1386,hat
1387,hat
1388,bulldozer
1389,laptop
1390,harp
1391,bulldozer
1392,spider
1393,keyboard
1394,spider
1395,bulldozer
1396,hat
1397,harp
1398,pig
1399,harp
1400,hand
1401,skyscraper
1402,violin
1403,laptop
1404,eyeglasses
1405,bulldozer
1406,chair
1407,keyboard
1408,bulldozer
1409,bulldozer
1410,skyscraper
1411,keyboard
1412,eyeglasses
1413,keyboard
1414,skyscraper
1415,bulldozer
1416,keyboard
1417,hand
1418,hat
1419,hat
