ID,CATEGORY
0,snowman
1,bulldozer
2,chair
3,bulldozer
4,violin
5,violin
6,snowman
7,violin
8,parrot
9,spider
10,bulldozer
11,eyeglasses
12,harp
13,keyboard
14,violin
15,trombone
16,bulldozer
17,nose
18,spider
19,hand
20,trombone
21,banana
22,keyboard
23,laptop
24,harp
25,keyboard
26,spider
27,spider
28,spider
29,keyboard
30,laptop
31,spider
32,parrot
33,violin
34,laptop
35,nose
36,harp
37,eyeglasses
38,harp
39,snowman
40,bulldozer
41,eyeglasses
42,bulldozer
43,chair
44,banana
45,keyboard
46,trombone
47,keyboard
48,keyboard
49,nose
50,harp
51,violin
52,parrot
53,spider
54,harp
55,nose
56,snowman
57,trombone
58,bulldozer
59,nose
60,bulldozer
61,violin
62,chair
63,violin
64,eyeglasses
65,bulldozer
66,violin
67,laptop
68,keyboard
69,snowman
70,bulldozer
71,banana
72,spider
73,harp
74,spider
75,harp
76,banana
77,harp
78,nose
79,eyeglasses
80,bulldozer
81,harp
82,trombone
83,spider
84,trombone
85,eyeglasses
86,laptop
87,bulldozer
88,violin
89,keyboard
90,trombone
91,eyeglasses
92,laptop
93,violin
94,skyscraper
95,harp
96,spider
97,parrot
98,violin
99,snowman
100,banana
101,bulldozer
102,hand
103,harp
104,trombone
105,banana
106,spider
107,bulldozer
108,chair
109,laptop
110,eyeglasses
111,violin
112,trombone
113,laptop
114,eyeglasses
115,spider
116,banana
117,keyboard
118,nose
119,violin
120,eyeglasses
121,harp
122,spider
123,snowman
124,harp
125,spider
126,bulldozer
127,laptop
128,bulldozer
129,trombone
130,harp
131,snowman
132,hand
133,spider
134,bulldozer
135,parrot
136,laptop
137,hand
138,laptop
139,bulldozer
140,nose
141,banana
142,hand
143,bulldozer
144,eyeglasses
145,chair
146,eyeglasses
147,hand
148,violin
149,spider
150,harp
151,skyscraper
152,banana
153,laptop
154,chair
155,hand
156,violin
157,trombone
158,trombone
159,bulldozer
160,eyeglasses
161,nose
162,banana
163,violin
164,bulldozer
165,eyeglasses
166,laptop
167,keyboard
168,laptop
169,laptop
170,violin
171,chair
172,harp
173,laptop
174,skyscraper
175,nose
176,banana
177,trombone
178,trombone
179,trombone
180,bulldozer
